Course,Start Time (UTC),Start Time,Scorecard URL,Score,Handicap,Strokes,Handicapped Strokes,Hole 1 - Time,Hole 1 - Par,Hole 1 - Strokes,Hole 1 - Handicap Score,Hole 1 - Lat,Hole 1 - Lon,Hole 2 - Time,Hole 2 - Par,Hole 2 - Strokes,Hole 2 - Handicap Score,Hole 2 - Lat,Hole 2 - Lon,Hole 3 - Time,Hole 3 - Par,Hole 3 - Strokes,Hole 3 - Handicap Score,Hole 3 - Lat,Hole 3 - Lon,Hole 4 - Time,Hole 4 - Par,Hole 4 - Strokes,Hole 4 - Handicap Score,Hole 4 - Lat,Hole 4 - Lon,Hole 5 - Time,Hole 5 - Par,Hole 5 - Strokes,Hole 5 - Handicap Score,Hole 5 - Lat,Hole 5 - Lon,Hole 6 - Time,Hole 6 - Par,Hole 6 - Strokes,Hole 6 - Handicap Score,Hole 6 - Lat,Hole 6 - Lon,Hole 7 - Time,Hole 7 - Par,Hole 7 - Strokes,Hole 7 - Handicap Score,Hole 7 - Lat,Hole 7 - Lon,Hole 8 - Time,Hole 8 - Par,Hole 8 - Strokes,Hole 8 - Handicap Score,Hole 8 - Lat,Hole 8 - Lon,Hole 9 - Time,Hole 9 - Par,Hole 9 - Strokes,Hole 9 - Handicap Score,Hole 9 - Lat,Hole 9 - Lon,Hole 10 - Time,Hole 10 - Par,Hole 10 - Strokes,Hole 10 - Handicap Score,Hole 10 - Lat,Hole 10 - Lon,Hole 11 - Time,Hole 11 - Par,Hole 11 - Strokes,Hole 11 - Handicap Score,Hole 11 - Lat,Hole 11 - Lon,Hole 12 - Time,Hole 12 - Par,Hole 12 - Strokes,Hole 12 - Handicap Score,Hole 12 - Lat,Hole 12 - Lon,Hole 13 - Time,Hole 13 - Par,Hole 13 - Strokes,Hole 13 - Handicap Score,Hole 13 - Lat,Hole 13 - Lon,Hole 14 - Time,Hole 14 - Par,Hole 14 - Strokes,Hole 14 - Handicap Score,Hole 14 - Lat,Hole 14 - Lon,Hole 15 - Time,Hole 15 - Par,Hole 15 - Strokes,Hole 15 - Handicap Score,Hole 15 - Lat,Hole 15 - Lon,Hole 16 - Time,Hole 16 - Par,Hole 16 - Strokes,Hole 16 - Handicap Score,Hole 16 - Lat,Hole 16 - Lon,Hole 17 - Time,Hole 17 - Par,Hole 17 - Strokes,Hole 17 - Handicap Score,Hole 17 - Lat,Hole 17 - Lon,Hole 18 - Time,Hole 18 - Par,Hole 18 - Strokes,Hole 18 - Handicap Score,Hole 18 - Lat,Hole 18 - Lon
San Vicente Inn & Golf Club,2021-07-17T15:55:00-07:00,2021-07-17T22:55:00.000Z,https://connect.garmin.com/modern/scorecard/184444756,8,22,102,80,,5,5,4,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,7,6,393703504,-1393580128,,5,4,3,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,8,7,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,4,3,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,7,6,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,7,6,393729120,-1393607360,,4,8,6,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-18T10:51:47-07:00,2021-07-18T17:51:47.000Z,https://connect.garmin.com/modern/scorecard/184555136,8,23,103,80,,5,8,6,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,6,5,393694224,-1393529184,,4,3,2,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,8,6,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,8,7,393765440,-1393703968,,4,8,7,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,6,5,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-21T15:34:57-07:00,2021-07-21T22:34:57.000Z,https://connect.garmin.com/modern/scorecard/184873608,14,25,72,57,,5,8,6,393692960,-1393601920,,3,7,6,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,9,8,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,9,7,393694224,-1393529184,,4,4,3,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,8,6,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,,,393744176,-1393656144,,3,7,6,393763760,-1393654992,,4,,,393765440,-1393703968,,4,,,393754576,-1393749392,,3,,,393749376,-1393716896,,4,,,393745520,-1393662320,,5,,,393729120,-1393607360,2021-07-22T01:05:23.000Z,4,,,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-25T07:14:46-07:00,2021-07-25T14:14:46.000Z,https://connect.garmin.com/modern/scorecard/185331563,12,25,109,84,,5,5,3,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,7,6,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,6,5,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,8,7,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,7,6,393745520,-1393662320,,5,6,4,393729120,-1393607360,,4,12,10,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-30T14:47:14-07:00,2021-07-30T21:47:14.000Z,https://connect.garmin.com/modern/scorecard/185873289,2,25,99,74,,5,9,7,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,5,3,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,3,2,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,5,4,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,8,6,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-07-31T07:22:49-07:00,2021-07-31T14:22:49.000Z,https://connect.garmin.com/modern/scorecard/185967712,0,25,97,72,,5,5,3,393692960,-1393601920,,3,3,2,393673680,-1393590656,,4,4,3,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,6,4,393694224,-1393529184,,4,3,2,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,7,6,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-04T15:32:49-07:00,2021-08-04T22:32:49.000Z,https://connect.garmin.com/modern/scorecard/186431542,6,24,102,78,,5,8,6,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,5,4,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,7,6,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,6,4,393729120,-1393607360,,4,6,4,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-08T07:13:08-07:00,2021-08-08T14:13:08.000Z,https://connect.garmin.com/modern/scorecard/186839310,4,24,100,76,,5,7,5,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,6,5,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,4,3,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,6,5,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,5,3,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-15T07:16:47-07:00,2021-08-15T14:16:47.000Z,https://connect.garmin.com/modern/scorecard/187606966,33,24,129,105,,5,8,6,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,9,8,393703504,-1393580128,,5,12,11,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,7,6,393694224,-1393529184,,4,7,6,393705232,-1393486896,,3,6,5,393705728,-1393513360,,4,7,5,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,5,4,393763760,-1393654992,,4,8,7,393765440,-1393703968,,4,10,9,393754576,-1393749392,,3,7,6,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,5,3,393729120,-1393607360,,4,6,4,393727776,-1393560784
San Vicente Inn & Golf Club,2021-08-29T06:56:20-07:00,2021-08-29T13:56:20.000Z,https://connect.garmin.com/modern/scorecard/189046865,5,25,102,77,,5,6,4,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,8,7,393703504,-1393580128,,5,8,7,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,9,7,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-05T07:00:40-07:00,2021-09-05T14:00:40.000Z,https://connect.garmin.com/modern/scorecard/189774326,-2,25,95,70,,5,6,4,393692960,-1393601920,,3,7,6,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,8,7,393705232,-1393486896,,3,3,2,393705728,-1393513360,,4,7,5,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,3,2,393749376,-1393716896,,4,3,2,393745520,-1393662320,,5,6,4,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-11T13:41:33-07:00,2021-09-11T20:41:33.000Z,https://connect.garmin.com/modern/scorecard/190423982,6,24,102,78,,5,6,4,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,8,7,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,6,5,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,8,6,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,9,7,393729120,-1393607360,2022-02-04T19:36:30.000Z,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-19T08:19:19-07:00,2021-09-19T15:19:19.000Z,https://connect.garmin.com/modern/scorecard/191218938,6,24,102,78,,5,7,5,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,6,5,393703504,-1393580128,,5,5,4,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,6,5,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,8,7,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-26T08:52:12-07:00,2021-09-26T15:52:12.000Z,https://connect.garmin.com/modern/scorecard/191910615,-4,24,92,68,,5,5,3,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,4,3,393703504,-1393580128,,5,5,4,393709888,-1393521152,,4,4,2,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,8,7,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,4,3,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2021-09-26T20:14:53Z,2021-09-26T20:14:53.000Z,https://connect.garmin.com/modern/scorecard/191928048,4,23,99,76,2021-09-26T23:26:00.000Z,5,5,3,393692963,-1393601913,2021-09-26T23:26:00.000Z,3,4,3,393673683,-1393590663,2021-09-26T23:26:00.000Z,4,6,5,393703498,-1393580128,2021-09-26T23:26:00.000Z,5,7,6,393709880,-1393521156,2021-09-26T23:26:00.000Z,4,8,6,393689014,-1393562507,2021-09-26T23:26:59.000Z,4,5,4,393694228,-1393529185,2021-09-26T23:26:00.000Z,4,5,4,393705228,-1393486892,2021-09-26T23:26:00.000Z,3,5,4,393705729,-1393513353,2021-09-26T23:26:00.000Z,4,6,4,393725104,-1393547105,2021-09-26T23:26:00.000Z,4,5,4,393728969,-1393599205,2021-09-26T23:26:00.000Z,5,8,6,393744169,-1393656137,2021-09-26T23:26:00.000Z,3,4,3,393763758,-1393654992,2021-09-26T23:26:00.000Z,4,5,4,393765441,-1393703966,2021-09-26T23:26:00.000Z,4,5,4,393754572,-1393749386,2021-09-26T23:26:00.000Z,3,3,2,393749370,-1393716899,2021-09-26T23:26:00.000Z,4,5,4,393745517,-1393662317,2021-09-26T23:26:00.000Z,5,9,8,393729112,-1393607353,2021-09-26T23:26:00.000Z,4,4,2,393727776,-1393560777
San Vicente Inn & Golf Club,2021-10-08T12:49:20-07:00,2021-10-08T19:49:20.000Z,https://connect.garmin.com/modern/scorecard/192968770,13,22,107,85,,5,8,7,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,8,7,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,4,3,393694224,-1393529184,,4,6,5,393705232,-1393486896,,3,5,4,393705728,-1393513360,,4,5,3,393725104,-1393547104,,4,7,6,393728976,-1393599200,,5,9,7,393744176,-1393656144,,3,6,5,393763760,-1393654992,,4,6,5,393765440,-1393703968,,4,8,7,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,6,5,393729120,-1393607360,,4,5,3,393727776,-1393560784
San Vicente Inn & Golf Club,2021-11-27T11:32:39-08:00,2021-11-27T19:32:39.000Z,https://connect.garmin.com/modern/scorecard/196569301,5,23,100,77,,5,8,6,393692960,-1393601920,,3,3,2,393673680,-1393590656,,4,4,3,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,6,5,393694224,-1393529184,,4,4,3,393705232,-1393486896,,3,6,5,393705728,-1393513360,2021-11-28T00:37:57.000Z,4,5,3,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,7,6,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,7,6,393729120,-1393607360,,4,8,6,393727776,-1393560784
San Vicente Inn & Golf Club,2022-01-17T07:32:18-08:00,2022-01-17T15:32:18.000Z,https://connect.garmin.com/modern/scorecard/199182144,7,23,102,79,,5,7,5,393692960,-1393601920,,3,3,2,393673680,-1393590656,,4,4,3,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,5,4,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,10,8,393744176,-1393656144,,3,5,4,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,6,5,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,7,6,393745520,-1393662320,,5,5,4,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2022-02-04T13:49:43-08:00,2022-02-04T21:49:43.000Z,https://connect.garmin.com/modern/scorecard/200133832,14,23,109,86,,5,7,5,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,8,7,393703504,-1393580128,,5,8,7,393709888,-1393521152,,4,6,4,393689008,-1393562512,,4,6,5,393694224,-1393529184,,4,6,5,393705232,-1393486896,,3,10,9,393705728,-1393513360,2022-02-06T16:33:58.000Z,4,5,3,393725104,-1393547104,,4,4,3,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,3,2,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,9,8,393729120,-1393607360,,4,7,5,393727776,-1393560784
San Vicente Inn & Golf Club,2022-03-05T07:26:08-08:00,2022-03-05T15:26:08.000Z,https://connect.garmin.com/modern/scorecard/201757054,8,23,103,80,,5,6,4,393692960,-1393601920,,3,4,3,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,9,7,393689008,-1393562512,,4,8,7,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,3,393705728,-1393513360,,4,4,2,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,5,4,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,7,6,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,6,5,393729120,-1393607360,,4,7,5,393727776,-1393560784
Torrey Pines Municipal Golf Course ~ North,2022-03-09T08:52:23-08:00,2022-03-09T16:52:23.000Z,https://connect.garmin.com/modern/scorecard/202008475,9,27,108,81,,4,6,4,392609696,-1398804832,,4,7,5,392652416,-1398824480,,3,5,3,392646832,-1398850112,,4,8,6,392681840,-1398822304,,5,8,7,392637088,-1398805632,,4,7,5,392679952,-1398809264,,4,6,5,392651376,-1398797888,,3,4,3,392626832,-1398802592,,5,10,9,392575680,-1398786256,,5,6,5,392548064,-1398854400,,4,6,5,392563248,-1398824768,,3,4,3,392570224,-1398810224,,4,5,3,392604224,-1398825088,,4,6,4,392590096,-1398863936,,3,4,3,392580432,-1398878288,,4,5,3,392610352,-1398884992,,5,6,5,392619728,-1398820656,,4,5,3,392570672,-1398797696
San Vicente Inn & Golf Club,2022-03-12T09:01:13-08:00,2022-03-12T17:01:13.000Z,https://connect.garmin.com/modern/scorecard/202209167,13,25,110,85,,5,9,7,393692960,-1393601920,,3,5,4,393673680,-1393590656,,4,7,6,393703504,-1393580128,,5,6,5,393709888,-1393521152,,4,8,6,393689008,-1393562512,,4,5,3,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,3,2,393705728,-1393513360,,4,7,5,393725104,-1393547104,,4,5,4,393728976,-1393599200,,5,7,5,393744176,-1393656144,,3,6,5,393763760,-1393654992,,4,5,4,393765440,-1393703968,,4,8,7,393754576,-1393749392,,3,8,7,393749376,-1393716896,,4,5,4,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,4,2,393727776,-1393560784
San Vicente Inn & Golf Club,2022-04-09T06:58:29-07:00,2022-04-09T13:58:29.000Z,https://connect.garmin.com/modern/scorecard/204184021,11,25,108,83,,5,7,5,393692960,-1393601920,,3,6,5,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,9,8,393709888,-1393521152,,4,5,3,393689008,-1393562512,,4,4,2,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,3,2,393705728,-1393513360,,4,6,4,393725104,-1393547104,,4,6,5,393728976,-1393599200,,5,6,4,393744176,-1393656144,,3,4,3,393763760,-1393654992,,4,8,7,393765440,-1393703968,,4,7,6,393754576,-1393749392,,3,5,4,393749376,-1393716896,,4,4,3,393745520,-1393662320,,5,9,7,393729120,-1393607360,,4,9,7,393727776,-1393560784
Bajamar Punta Diamante ~ Vista/Oceano,2022-06-04T06:54:59-07:00,2022-06-04T13:54:59.000Z,https://connect.garmin.com/modern/scorecard/210281703,16,24,112,88,,4,5,4,381950720,-1394275232,,5,8,6,381912656,-1394225792,,4,6,4,381940896,-1394275680,,3,4,3,381932048,-1394284128,,4,9,8,381962592,-1394315424,,4,6,4,382043792,-1394317904,,4,5,4,382013472,-1394342992,,4,5,4,381993312,-1394300784,,3,8,7,381976160,-1394315232,,5,7,6,382014800,-1394358624,,4,4,3,382054848,-1394383824,,4,8,6,382103968,-1394355840,,4,4,3,382089232,-1394401200,,4,10,9,382054336,-1394413872,,3,4,3,382022768,-1394445056,,4,8,6,381978128,-1394415360,,4,5,3,381932976,-1394374944,,5,6,5,381891248,-1394331488
San Vicente Inn & Golf Club,2023-01-02T10:16:12-08:00,2023-01-02T18:16:12.000Z,https://connect.garmin.com/modern/scorecard/230901802,6,27,105,78,,5,7,5,393692960,-1393601920,,3,3,2,393673680,-1393590656,,4,5,4,393703504,-1393580128,,5,7,6,393709888,-1393521152,,4,10,8,393689008,-1393562512,,4,5,3,393694224,-1393529184,,4,5,4,393705232,-1393486896,,3,4,2,393705728,-1393513360,,4,7,5,393725104,-1393547104,,4,4,3,393728976,-1393599200,,5,9,7,393744176,-1393656144,,3,6,5,393763760,-1393654992,,4,6,4,393765440,-1393703968,,4,5,4,393754576,-1393749392,,3,4,3,393749376,-1393716896,,4,6,5,393745520,-1393662320,,5,7,5,393729120,-1393607360,,4,5,3,393727776,-1393560784
